audio_filepath,text,label,attribute,exists,duration
894b500e-76ff-11ee-9781-c09bf4619c03_2.wav,осадить на восемь вагонов,4,8,True,3.027
91446c5d-76ff-11ee-959b-c09bf4619c03_1.wav,осадить на двенадцать вагонов,4,12,True,3.627
91446c5d-76ff-11ee-959b-c09bf4619c03_2.wav,осадить на двенадцать вагонов,4,12,True,3.627
46557aad-76ff-11ee-8aca-c09bf4619c03_1.wav,назад с башмака,17,-1,True,1.48
46557aad-76ff-11ee-8aca-c09bf4619c03_2.wav,назад с башмака,17,-1,True,1.48
3f720bb4-76ff-11ee-b640-c09bf4619c03_1.wav,протянуть на двадцать вагонов,10,20,True,1.907
3f720bb4-76ff-11ee-b640-c09bf4619c03_2.wav,протянуть на двадцать вагонов,10,20,True,1.907
782dd7de-76ff-11ee-aa59-c09bf4619c03_1.wav,осадить на четыре вагона,4,4,True,1.947
782dd7de-76ff-11ee-aa59-c09bf4619c03_2.wav,осадить на четыре вагона,4,4,True,1.947
4585c377-76ff-11ee-858b-c09bf4619c03_1.wav,протянуть на пять вагонов,10,5,True,3.247
4585c377-76ff-11ee-858b-c09bf4619c03_2.wav,протянуть на пять вагонов,10,5,True,3.247
878cb5bf-76ff-11ee-a345-c09bf4619c03_1.wav,осадить на шестнадцать вагонов,4,16,True,2.387
878cb5bf-76ff-11ee-a345-c09bf4619c03_2.wav,осадить на шестнадцать вагонов,4,16,True,2.387
4e0e9a2d-76ff-11ee-96ea-c09bf4619c03_1.wav,отказ,0,-1,True,1.0335
4e0e9a2d-76ff-11ee-96ea-c09bf4619c03_2.wav,отказ,0,-1,True,1.0335
62b2e483-76ff-11ee-8491-c09bf4619c03_1.wav,подтверждение,2,-1,True,1.3735
62b2e483-76ff-11ee-8491-c09bf4619c03_2.wav,подтверждение,2,-1,True,1.3735
51ac7370-76ff-11ee-b3f4-c09bf4619c03_1.wav,сжать автосцепки,16,-1,True,1.56
51ac7370-76ff-11ee-b3f4-c09bf4619c03_2.wav,сжать автосцепки,16,-1,True,1.56
61c4b1e7-76ff-11ee-b188-c09bf4619c03_1.wav,зарядка тормозной магистрали,6,-1,True,2.2735
61c4b1e7-76ff-11ee-b188-c09bf4619c03_2.wav,зарядка тормозной магистрали,6,-1,True,2.2735
397e6ee0-76ff-11ee-81a7-c09bf4619c03_1.wav,осадить на четырнадцать вагонов,4,14,True,3.947
397e6ee0-76ff-11ee-81a7-c09bf4619c03_2.wav,осадить на четырнадцать вагонов,4,14,True,3.947
61d69b0a-76ff-11ee-a69b-c09bf4619c03_1.wav,назад с башмака,17,-1,True,1.7935
61d69b0a-76ff-11ee-a69b-c09bf4619c03_2.wav,назад с башмака,17,-1,True,1.7935
7c2f8177-76ff-11ee-ba84-c09bf4619c03_1.wav,осадить на одиннадцать вагонов,4,11,True,4.107
7c2f8177-76ff-11ee-ba84-c09bf4619c03_2.wav,осадить на одиннадцать вагонов,4,11,True,4.107
8468d06a-76ff-11ee-a584-c09bf4619c03_1.wav,растянуть автосцепки,9,-1,True,2.1335
8468d06a-76ff-11ee-a584-c09bf4619c03_2.wav,растянуть автосцепки,9,-1,True,2.1335
4ed8661a-76ff-11ee-a0cf-c09bf4619c03_1.wav,зарядка тормозной магистрали,6,-1,True,1.8935
4ed8661a-76ff-11ee-a0cf-c09bf4619c03_2.wav,зарядка тормозной магистрали,6,-1,True,1.8935
64ff56c8-76ff-11ee-b813-c09bf4619c03_1.wav,осадить на шестнадцать вагонов,4,16,True,3.467
64ff56c8-76ff-11ee-b813-c09bf4619c03_2.wav,осадить на шестнадцать вагонов,4,16,True,3.467
91bdcc5a-76ff-11ee-8dc9-c09bf4619c03_1.wav,остановка,14,-1,True,1.4535
91bdcc5a-76ff-11ee-8dc9-c09bf4619c03_2.wav,остановка,14,-1,True,1.4535
65271963-76ff-11ee-9ba3-c09bf4619c03_1.wav,осадить на шесть вагонов,4,6,True,3.147
65271963-76ff-11ee-9ba3-c09bf4619c03_2.wav,осадить на шесть вагонов,4,6,True,3.147
6de9e08a-76ff-11ee-9b3e-c09bf4619c03_1.wav,протянуть на четыре вагона,10,4,True,3.627
6de9e08a-76ff-11ee-9b3e-c09bf4619c03_2.wav,протянуть на четыре вагона,10,4,True,3.627
9027d14a-76ff-11ee-9600-c09bf4619c03_1.wav,отказ,0,-1,True,1.7135
9027d14a-76ff-11ee-9600-c09bf4619c03_2.wav,отказ,0,-1,True,1.7135
7095f607-76ff-11ee-82cc-c09bf4619c03_1.wav,протянуть на семнадцать вагонов,10,17,True,2.847
7095f607-76ff-11ee-82cc-c09bf4619c03_2.wav,протянуть на семнадцать вагонов,10,17,True,2.847
5e8580c4-76ff-11ee-aa99-c09bf4619c03_1.wav,осадить на девятнадцать вагонов,4,19,True,4.267
5e8580c4-76ff-11ee-aa99-c09bf4619c03_2.wav,осадить на девятнадцать вагонов,4,19,True,4.267
3fbeac4a-76ff-11ee-8ebb-c09bf4619c03_1.wav,протянуть на четырнадцать вагонов,10,14,True,2.027
3fbeac4a-76ff-11ee-8ebb-c09bf4619c03_2.wav,протянуть на четырнадцать вагонов,10,14,True,2.027
5928eed2-76ff-11ee-be80-c09bf4619c03_1.wav,осадить на пять вагонов,4,5,True,3.367
5928eed2-76ff-11ee-be80-c09bf4619c03_2.wav,осадить на пять вагонов,4,5,True,3.367
5b73736e-76ff-11ee-8645-c09bf4619c03_1.wav,осадить на десять вагонов,4,10,True,3.307
5b73736e-76ff-11ee-8645-c09bf4619c03_2.wav,осадить на десять вагонов,4,10,True,3.307
87879705-76ff-11ee-b2ce-c09bf4619c03_1.wav,назад на башмак,12,-1,True,2.2335
87879705-76ff-11ee-b2ce-c09bf4619c03_2.wav,назад на башмак,12,-1,True,2.2335
3b9f445f-76ff-11ee-ad28-c09bf4619c03_1.wav,осадить на шесть вагонов,4,6,True,2.827
3b9f445f-76ff-11ee-ad28-c09bf4619c03_2.wav,осадить на шесть вагонов,4,6,True,2.827
50a5a15e-76ff-11ee-8b79-c09bf4619c03_1.wav,осадить на четыре вагона,4,4,True,3.467
50a5a15e-76ff-11ee-8b79-c09bf4619c03_2.wav,осадить на четыре вагона,4,4,True,3.467
586dd0e8-76ff-11ee-a64a-c09bf4619c03_1.wav,осадить на восемь вагонов,4,8,True,4.107
586dd0e8-76ff-11ee-a64a-c09bf4619c03_2.wav,осадить на восемь вагонов,4,8,True,4.107
4eb2a8d5-76ff-11ee-8cb9-c09bf4619c03_1.wav,протянуть на три вагона,10,3,True,2.987
4eb2a8d5-76ff-11ee-8cb9-c09bf4619c03_2.wav,протянуть на три вагона,10,3,True,2.987
85ed2a68-76ff-11ee-9a85-c09bf4619c03_1.wav,протянуть на девять вагонов,10,9,True,4.547
85ed2a68-76ff-11ee-9a85-c09bf4619c03_2.wav,протянуть на девять вагонов,10,9,True,4.547
4474c1cc-76ff-11ee-9e9f-c09bf4619c03_1.wav,осадить на девятнадцать вагонов,4,19,True,2.747
4474c1cc-76ff-11ee-9e9f-c09bf4619c03_2.wav,осадить на девятнадцать вагонов,4,19,True,2.747
39650ae3-76ff-11ee-81d8-c09bf4619c03_1.wav,зарядка тормозной магистрали,6,-1,True,2.5735
39650ae3-76ff-11ee-81d8-c09bf4619c03_2.wav,зарядка тормозной магистрали,6,-1,True,2.5735
701fc8aa-76ff-11ee-86bb-c09bf4619c03_1.wav,назад с башмака,17,-1,True,1.5535
701fc8aa-76ff-11ee-86bb-c09bf4619c03_2.wav,назад с башмака,17,-1,True,1.5535
7dfec31e-76ff-11ee-a59a-c09bf4619c03_1.wav,отцепка,11,-1,True,1.4135
7dfec31e-76ff-11ee-a59a-c09bf4619c03_2.wav,отцепка,11,-1,True,1.4135
5f7201a0-76ff-11ee-b48d-c09bf4619c03_1.wav,осадить на два вагона,4,2,True,3.467
5f7201a0-76ff-11ee-b48d-c09bf4619c03_2.wav,осадить на два вагона,4,2,True,3.467
6cfd26e8-76ff-11ee-8286-c09bf4619c03_1.wav,протянуть на восемь вагонов,10,8,True,3.387
6cfd26e8-76ff-11ee-8286-c09bf4619c03_2.wav,протянуть на восемь вагонов,10,8,True,3.387
916e82c5-76ff-11ee-857c-c09bf4619c03_1.wav,осадить на семнадцать вагонов,4,17,True,3.747
916e82c5-76ff-11ee-857c-c09bf4619c03_2.wav,осадить на семнадцать вагонов,4,17,True,3.747
60fa4761-76ff-11ee-a594-c09bf4619c03_1.wav,начать осаживание,3,-1,True,1.7735
60fa4761-76ff-11ee-a594-c09bf4619c03_2.wav,начать осаживание,3,-1,True,1.7735
54715ae4-76ff-11ee-8772-c09bf4619c03_1.wav,отцепка,11,-1,True,2.1135
54715ae4-76ff-11ee-8772-c09bf4619c03_2.wav,отцепка,11,-1,True,2.1135
6edd5fa5-76ff-11ee-8e51-c09bf4619c03_1.wav,осадить на одиннадцать вагонов,4,11,True,2.507
6edd5fa5-76ff-11ee-8e51-c09bf4619c03_2.wav,осадить на одиннадцать вагонов,4,11,True,2.507
90880b7d-76ff-11ee-904f-c09bf4619c03_1.wav,осадить на одиннадцать вагонов,4,11,True,2.427
90880b7d-76ff-11ee-904f-c09bf4619c03_2.wav,осадить на одиннадцать вагонов,4,11,True,2.427
82fccdeb-76ff-11ee-9b7d-c09bf4619c03_1.wav,осадить на восемнадцать вагонов,4,18,True,2.667
82fccdeb-76ff-11ee-9b7d-c09bf4619c03_2.wav,осадить на восемнадцать вагонов,4,18,True,2.667
535f131b-76ff-11ee-a72f-c09bf4619c03_1.wav,осадить на четырнадцать вагонов,4,14,True,3.367
535f131b-76ff-11ee-a72f-c09bf4619c03_2.wav,осадить на четырнадцать вагонов,4,14,True,3.367
389cdea1-76ff-11ee-9546-c09bf4619c03_1.wav,захожу в межвагонное пространство,13,-1,True,2.9735
389cdea1-76ff-11ee-9546-c09bf4619c03_2.wav,захожу в межвагонное пространство,13,-1,True,2.9735
91c5e9da-76ff-11ee-9cd7-c09bf4619c03_1.wav,вперед с башмака,19,-1,True,2.5135
91c5e9da-76ff-11ee-9cd7-c09bf4619c03_2.wav,вперед с башмака,19,-1,True,2.5135
4758ba73-76ff-11ee-a9f4-c09bf4619c03_1.wav,осадить на три вагона,4,3,True,1.987
4758ba73-76ff-11ee-a9f4-c09bf4619c03_2.wav,осадить на три вагона,4,3,True,1.987
5f2e1959-76ff-11ee-93b1-c09bf4619c03_1.wav,осадить на четырнадцать вагонов,4,14,True,4.627
5f2e1959-76ff-11ee-93b1-c09bf4619c03_2.wav,осадить на четырнадцать вагонов,4,14,True,4.627
5bf71a21-76ff-11ee-bedf-c09bf4619c03_1.wav,осадить на восемь вагонов,4,8,True,3.427
5bf71a21-76ff-11ee-bedf-c09bf4619c03_2.wav,осадить на восемь вагонов,4,8,True,3.427
90285640-76ff-11ee-8df5-c09bf4619c03_1.wav,осадить на двенадцать вагонов,4,12,True,2.387
90285640-76ff-11ee-8df5-c09bf4619c03_2.wav,осадить на двенадцать вагонов,4,12,True,2.387
60dd20e2-76ff-11ee-9641-c09bf4619c03_1.wav,отцепка,11,-1,True,1.4735
60dd20e2-76ff-11ee-9641-c09bf4619c03_2.wav,отцепка,11,-1,True,1.4735
4b4a5583-76ff-11ee-aa8e-c09bf4619c03_1.wav,осадить на пять вагонов,4,5,True,2.027
4b4a5583-76ff-11ee-aa8e-c09bf4619c03_2.wav,осадить на пять вагонов,4,5,True,2.027
39626283-76ff-11ee-a060-c09bf4619c03_1.wav,вперед на башмак,15,-1,True,1.7735
39626283-76ff-11ee-a060-c09bf4619c03_2.wav,вперед на башмак,15,-1,True,1.7735
82b3238a-76ff-11ee-8a58-c09bf4619c03_1.wav,вперед с башмака,19,-1,True,1.7335
82b3238a-76ff-11ee-8a58-c09bf4619c03_2.wav,вперед с башмака,19,-1,True,1.7335
87ddc116-76ff-11ee-9615-c09bf4619c03_1.wav,осадить на одиннадцать вагонов,4,11,True,2.507
87ddc116-76ff-11ee-9615-c09bf4619c03_2.wav,осадить на одиннадцать вагонов,4,11,True,2.507
928c9bed-76ff-11ee-a29c-c09bf4619c03_1.wav,осадить на семь вагонов,4,7,True,3.067
928c9bed-76ff-11ee-a29c-c09bf4619c03_2.wav,осадить на семь вагонов,4,7,True,3.067
4e772ab5-76ff-11ee-93fa-c09bf4619c03_1.wav,протянуть на девять вагонов,10,9,True,3.187
4e772ab5-76ff-11ee-93fa-c09bf4619c03_2.wav,протянуть на девять вагонов,10,9,True,3.187
5437e033-76ff-11ee-9ca8-c09bf4619c03_1.wav,осадить на одиннадцать вагонов,4,11,True,2.887
5437e033-76ff-11ee-9ca8-c09bf4619c03_2.wav,осадить на одиннадцать вагонов,4,11,True,2.887
44b55b9c-76ff-11ee-b2a6-c09bf4619c03_1.wav,протянуть на пять вагонов,10,5,True,4.487
44b55b9c-76ff-11ee-b2a6-c09bf4619c03_2.wav,протянуть на пять вагонов,10,5,True,4.487
8ce98ca2-76ff-11ee-91dd-c09bf4619c03_1.wav,продолжаем осаживание,5,-1,True,2.4135
8ce98ca2-76ff-11ee-91dd-c09bf4619c03_2.wav,продолжаем осаживание,5,-1,True,2.4135
46f4d10c-76ff-11ee-9878-c09bf4619c03_1.wav,осадить на один вагон,4,1,True,3.827
46f4d10c-76ff-11ee-9878-c09bf4619c03_2.wav,осадить на один вагон,4,1,True,3.827
4ed98fc5-76ff-11ee-9969-c09bf4619c03_1.wav,вперед на башмак,15,-1,True,1.9135
4ed98fc5-76ff-11ee-9969-c09bf4619c03_2.wav,вперед на башмак,15,-1,True,1.9135
764430d8-76ff-11ee-86b0-c09bf4619c03_1.wav,начать осаживание,3,-1,True,1.5935
764430d8-76ff-11ee-86b0-c09bf4619c03_2.wav,начать осаживание,3,-1,True,1.5935
406cec21-76ff-11ee-96a8-c09bf4619c03_1.wav,назад с башмака,17,-1,True,2.3735
406cec21-76ff-11ee-96a8-c09bf4619c03_2.wav,назад с башмака,17,-1,True,2.3735
6f615f5d-76ff-11ee-af35-c09bf4619c03_1.wav,осадить на шестнадцать вагонов,4,16,True,2.707
6f615f5d-76ff-11ee-af35-c09bf4619c03_2.wav,осадить на шестнадцать вагонов,4,16,True,2.707
5b460d19-76ff-11ee-9a74-c09bf4619c03_1.wav,захожу в межвагонное пространство,13,-1,True,3.0135
5b460d19-76ff-11ee-9a74-c09bf4619c03_2.wav,захожу в межвагонное пространство,13,-1,True,3.0135
37f6f57b-76ff-11ee-b4e1-c09bf4619c03_1.wav,протянуть на шесть вагонов,10,6,True,4.327
37f6f57b-76ff-11ee-b4e1-c09bf4619c03_2.wav,протянуть на шесть вагонов,10,6,True,4.327
48b27db4-76ff-11ee-ae02-c09bf4619c03_1.wav,осадить на двадцать вагонов,4,20,True,3.867
48b27db4-76ff-11ee-ae02-c09bf4619c03_2.wav,осадить на двадцать вагонов,4,20,True,3.867
6111d979-76ff-11ee-b9c4-c09bf4619c03_1.wav,протянуть на десять вагонов,10,10,True,3.187
6111d979-76ff-11ee-b9c4-c09bf4619c03_2.wav,протянуть на десять вагонов,10,10,True,3.187
414a800e-76ff-11ee-ad3e-c09bf4619c03_1.wav,подтверждение,2,-1,True,1.4735
414a800e-76ff-11ee-ad3e-c09bf4619c03_2.wav,подтверждение,2,-1,True,1.4735
5c2076dc-76ff-11ee-81f6-c09bf4619c03_1.wav,осадить на десять вагонов,4,10,True,3.267
5c2076dc-76ff-11ee-81f6-c09bf4619c03_2.wav,осадить на десять вагонов,4,10,True,3.267
45ea4cb9-76ff-11ee-90c0-c09bf4619c03_1.wav,протянуть на три вагона,10,3,True,3.007
45ea4cb9-76ff-11ee-90c0-c09bf4619c03_2.wav,протянуть на три вагона,10,3,True,3.007
3ef0d75d-76ff-11ee-adc2-c09bf4619c03_1.wav,протянуть на семнадцать вагонов,10,17,True,1.947
3ef0d75d-76ff-11ee-adc2-c09bf4619c03_2.wav,протянуть на семнадцать вагонов,10,17,True,1.947
75cf1b8f-76ff-11ee-add2-c09bf4619c03_1.wav,осадить на два вагона,4,2,True,3.707
75cf1b8f-76ff-11ee-add2-c09bf4619c03_2.wav,осадить на два вагона,4,2,True,3.707
6402ef4c-76ff-11ee-a638-c09bf4619c03_1.wav,осадить на шестнадцать вагонов,4,16,True,4.387
6402ef4c-76ff-11ee-a638-c09bf4619c03_2.wav,осадить на шестнадцать вагонов,4,16,True,4.387
603a7393-76ff-11ee-8c93-c09bf4619c03_1.wav,осадить на пять вагонов,4,5,True,3.427
603a7393-76ff-11ee-8c93-c09bf4619c03_2.wav,осадить на пять вагонов,4,5,True,3.427
87731b53-76ff-11ee-a28b-c09bf4619c03_1.wav,протянуть на пять вагонов,10,5,True,3.747
87731b53-76ff-11ee-a28b-c09bf4619c03_2.wav,протянуть на пять вагонов,10,5,True,3.747
76ac9d01-76ff-11ee-a044-c09bf4619c03_1.wav,осадить на семь вагонов,4,7,True,3.787
76ac9d01-76ff-11ee-a044-c09bf4619c03_2.wav,осадить на семь вагонов,4,7,True,3.787
7e049aa9-76ff-11ee-8d82-c09bf4619c03_1.wav,осадить на двадцать вагонов,4,20,True,3.607
7e049aa9-76ff-11ee-8d82-c09bf4619c03_2.wav,осадить на двадцать вагонов,4,20,True,3.607
891b0142-76ff-11ee-ae0b-c09bf4619c03_1.wav,продолжаем роспуск,8,-1,True,1.8735
891b0142-76ff-11ee-ae0b-c09bf4619c03_2.wav,продолжаем роспуск,8,-1,True,1.8735
6c17cbc4-76ff-11ee-ad0e-c09bf4619c03_1.wav,осадить на девять вагонов,4,9,True,3.847
6c17cbc4-76ff-11ee-ad0e-c09bf4619c03_2.wav,осадить на девять вагонов,4,9,True,3.847
351c9a9e-76ff-11ee-8636-c09bf4619c03_1.wav,протянуть на десять вагонов,10,10,True,3.14
351c9a9e-76ff-11ee-8636-c09bf4619c03_2.wav,протянуть на десять вагонов,10,10,True,3.14
57862d42-76ff-11ee-b693-c09bf4619c03_1.wav,осадить на три вагона,4,3,True,2.12
57862d42-76ff-11ee-b693-c09bf4619c03_2.wav,осадить на три вагона,4,3,True,2.12
5cd4d9b2-76ff-11ee-abd5-c09bf4619c03_1.wav,назад на башмак,12,-1,True,2.0135
5cd4d9b2-76ff-11ee-abd5-c09bf4619c03_2.wav,назад на башмак,12,-1,True,2.0135
5e681596-76ff-11ee-bd6e-c09bf4619c03_1.wav,зарядка тормозной магистрали,6,-1,True,2.3135
5e681596-76ff-11ee-bd6e-c09bf4619c03_2.wav,зарядка тормозной магистрали,6,-1,True,2.3135
51e931be-76ff-11ee-acea-c09bf4619c03_1.wav,осадить на пять вагонов,4,5,True,3.307
51e931be-76ff-11ee-acea-c09bf4619c03_2.wav,осадить на пять вагонов,4,5,True,3.307
86eb2951-76ff-11ee-924b-c09bf4619c03_1.wav,протянуть на четыре вагона,10,4,True,3.707
86eb2951-76ff-11ee-924b-c09bf4619c03_2.wav,протянуть на четыре вагона,10,4,True,3.707
73b96f1d-76ff-11ee-a2aa-c09bf4619c03_1.wav,протянуть на шесть вагонов,10,6,True,2.867
73b96f1d-76ff-11ee-a2aa-c09bf4619c03_2.wav,протянуть на шесть вагонов,10,6,True,2.867
5a7ef564-76ff-11ee-afca-c09bf4619c03_1.wav,осадить на одиннадцать вагонов,4,11,True,3.907
5a7ef564-76ff-11ee-afca-c09bf4619c03_2.wav,осадить на одиннадцать вагонов,4,11,True,3.907
4d183385-76ff-11ee-b408-c09bf4619c03_1.wav,протянуть на одиннадцать вагонов,10,11,True,2.587
4d183385-76ff-11ee-b408-c09bf4619c03_2.wav,протянуть на одиннадцать вагонов,10,11,True,2.587
3543184c-76ff-11ee-b1d9-c09bf4619c03_1.wav,протянуть на девять вагонов,10,9,True,3.22
3543184c-76ff-11ee-b1d9-c09bf4619c03_2.wav,протянуть на девять вагонов,10,9,True,3.22
55286684-76ff-11ee-8768-c09bf4619c03_1.wav,отмена,1,-1,True,1.0135
55286684-76ff-11ee-8768-c09bf4619c03_2.wav,отмена,1,-1,True,1.0135
5c825028-76ff-11ee-b49b-c09bf4619c03_1.wav,осадить на восемь вагонов,4,8,True,3.387
5c825028-76ff-11ee-b49b-c09bf4619c03_2.wav,осадить на восемь вагонов,4,8,True,3.387
82c0f80b-76ff-11ee-a0be-c09bf4619c03_1.wav,осадить на двадцать вагонов,4,20,True,2.847
82c0f80b-76ff-11ee-a0be-c09bf4619c03_2.wav,осадить на двадцать вагонов,4,20,True,2.847
4ed911d6-76ff-11ee-803c-c09bf4619c03_1.wav,растянуть автосцепки,9,-1,True,1.8735
4ed911d6-76ff-11ee-803c-c09bf4619c03_2.wav,растянуть автосцепки,9,-1,True,1.8735
465a48e5-76ff-11ee-a40b-c09bf4619c03_1.wav,продолжаем роспуск,8,-1,True,1.6935
465a48e5-76ff-11ee-a40b-c09bf4619c03_2.wav,продолжаем роспуск,8,-1,True,1.6935
551d6fb8-76ff-11ee-b987-c09bf4619c03_1.wav,остановка,14,-1,True,1.7535
551d6fb8-76ff-11ee-b987-c09bf4619c03_2.wav,остановка,14,-1,True,1.7535
46625128-76ff-11ee-9f0b-c09bf4619c03_1.wav,назад с башмака,17,-1,True,1.6935
46625128-76ff-11ee-9f0b-c09bf4619c03_2.wav,назад с башмака,17,-1,True,1.6935
7b88ce7d-76ff-11ee-8564-c09bf4619c03_1.wav,осадить на двадцать вагонов,4,20,True,4.307
7b88ce7d-76ff-11ee-8564-c09bf4619c03_2.wav,осадить на двадцать вагонов,4,20,True,4.307
941d78f5-76ff-11ee-a45e-c09bf4619c03_1.wav,прекратить зарядку тормозной магистрали,20,-1,True,3.4135
941d78f5-76ff-11ee-a45e-c09bf4619c03_2.wav,прекратить зарядку тормозной магистрали,20,-1,True,3.4135
645ddfdd-76ff-11ee-bc85-c09bf4619c03_1.wav,продолжаем роспуск,8,-1,True,2.48
645ddfdd-76ff-11ee-bc85-c09bf4619c03_2.wav,продолжаем роспуск,8,-1,True,2.48
700ca922-76ff-11ee-b7d6-c09bf4619c03_1.wav,осадить на девять вагонов,4,9,True,2.507
700ca922-76ff-11ee-b7d6-c09bf4619c03_2.wav,осадить на девять вагонов,4,9,True,2.507
540f7eed-76ff-11ee-afe4-c09bf4619c03_1.wav,осадить на десять вагонов,4,10,True,3.087
540f7eed-76ff-11ee-afe4-c09bf4619c03_2.wav,осадить на десять вагонов,4,10,True,3.087
3622ccb6-76ff-11ee-860d-c09bf4619c03_1.wav,протянуть на четыре вагона,10,4,True,3.867
3622ccb6-76ff-11ee-860d-c09bf4619c03_2.wav,протянуть на четыре вагона,10,4,True,3.867
449a6039-76ff-11ee-93ed-c09bf4619c03_1.wav,осадить на пятнадцать вагонов,4,15,True,2.587
449a6039-76ff-11ee-93ed-c09bf4619c03_2.wav,осадить на пятнадцать вагонов,4,15,True,2.587
3ad6853b-76ff-11ee-bc72-c09bf4619c03_1.wav,осадить на семнадцать вагонов,4,17,True,2.987
3ad6853b-76ff-11ee-bc72-c09bf4619c03_2.wav,осадить на семнадцать вагонов,4,17,True,2.987
75ba2da3-76ff-11ee-8c3a-c09bf4619c03_1.wav,осадить на один вагон,4,1,True,3.647
75ba2da3-76ff-11ee-8c3a-c09bf4619c03_2.wav,осадить на один вагон,4,1,True,3.647
5b46f43a-76ff-11ee-8008-c09bf4619c03_1.wav,подтверждение,2,-1,True,1.9335
5b46f43a-76ff-11ee-8008-c09bf4619c03_2.wav,подтверждение,2,-1,True,1.9335
6f87c3a3-76ff-11ee-9a24-c09bf4619c03_1.wav,осадить на четыре вагона,4,4,True,2.627
6f87c3a3-76ff-11ee-9a24-c09bf4619c03_2.wav,осадить на четыре вагона,4,4,True,2.627
8b842388-76ff-11ee-8806-c09bf4619c03_1.wav,осадить на семнадцать вагонов,4,17,True,1.947
8b842388-76ff-11ee-8806-c09bf4619c03_2.wav,осадить на семнадцать вагонов,4,17,True,1.947
84f00659-76ff-11ee-a896-c09bf4619c03_1.wav,осадить на восемнадцать вагонов,4,18,True,4.047
84f00659-76ff-11ee-a896-c09bf4619c03_2.wav,осадить на восемнадцать вагонов,4,18,True,4.047
3d1d64cb-76ff-11ee-8645-c09bf4619c03_1.wav,осадить на девять вагонов,4,9,True,2.907
3d1d64cb-76ff-11ee-8645-c09bf4619c03_2.wav,осадить на девять вагонов,4,9,True,2.907
3637af92-76ff-11ee-911e-c09bf4619c03_1.wav,подтверждение,2,-1,True,1.2935
3637af92-76ff-11ee-911e-c09bf4619c03_2.wav,подтверждение,2,-1,True,1.2935
8aa7b326-76ff-11ee-b24f-c09bf4619c03_1.wav,вперед на башмак,15,-1,True,1.8935
8aa7b326-76ff-11ee-b24f-c09bf4619c03_2.wav,вперед на башмак,15,-1,True,1.8935
9021a5c9-76ff-11ee-94c0-c09bf4619c03_1.wav,продолжаем осаживание,5,-1,True,2.2935
9021a5c9-76ff-11ee-94c0-c09bf4619c03_2.wav,продолжаем осаживание,5,-1,True,2.2935
45701b04-76ff-11ee-867b-c09bf4619c03_1.wav,протянуть на один вагон,10,1,True,4.107
45701b04-76ff-11ee-867b-c09bf4619c03_2.wav,протянуть на один вагон,10,1,True,4.107
71938f4a-76ff-11ee-a0ab-c09bf4619c03_1.wav,начать осаживание,3,-1,True,2.0935
71938f4a-76ff-11ee-a0ab-c09bf4619c03_2.wav,начать осаживание,3,-1,True,2.0935
89194628-76ff-11ee-97e6-c09bf4619c03_1.wav,назад на башмак,12,-1,True,1.3535
89194628-76ff-11ee-97e6-c09bf4619c03_2.wav,назад на башмак,12,-1,True,1.3535
7c44cab5-76ff-11ee-93ae-c09bf4619c03_1.wav,осадить на восемнадцать вагонов,4,18,True,4.207
7c44cab5-76ff-11ee-93ae-c09bf4619c03_2.wav,осадить на восемнадцать вагонов,4,18,True,4.207
60ebdc87-76ff-11ee-a17a-c09bf4619c03_1.wav,вперед с башмака,19,-1,True,2.0135
60ebdc87-76ff-11ee-a17a-c09bf4619c03_2.wav,вперед с башмака,19,-1,True,2.0135
751a937b-76ff-11ee-9be3-c09bf4619c03_1.wav,осадить на восемь вагонов,4,8,True,3.467
751a937b-76ff-11ee-9be3-c09bf4619c03_2.wav,осадить на восемь вагонов,4,8,True,3.467
76422334-76ff-11ee-b8f1-c09bf4619c03_1.wav,продолжаем осаживание,5,-1,True,2.0535
76422334-76ff-11ee-b8f1-c09bf4619c03_2.wav,продолжаем осаживание,5,-1,True,2.0535
7289a98e-76ff-11ee-8b7e-c09bf4619c03_1.wav,протянуть на восемнадцать вагонов,10,18,True,3.187
7289a98e-76ff-11ee-8b7e-c09bf4619c03_2.wav,протянуть на восемнадцать вагонов,10,18,True,3.187
65af5084-76ff-11ee-83e0-c09bf4619c03_1.wav,осадить на пять вагонов,4,5,True,2.927
65af5084-76ff-11ee-83e0-c09bf4619c03_2.wav,осадить на пять вагонов,4,5,True,2.927
3fac3258-76ff-11ee-bebc-c09bf4619c03_1.wav,протянуть на двенадцать вагонов,10,12,True,1.987
3fac3258-76ff-11ee-bebc-c09bf4619c03_2.wav,протянуть на двенадцать вагонов,10,12,True,1.987
41905212-76ff-11ee-b243-c09bf4619c03_1.wav,протянуть на восемь вагонов,10,8,True,3.867
41905212-76ff-11ee-b243-c09bf4619c03_2.wav,протянуть на восемь вагонов,10,8,True,3.867
82765994-76ff-11ee-a995-c09bf4619c03_1.wav,осадить на три вагона,4,3,True,3.547
82765994-76ff-11ee-a995-c09bf4619c03_2.wav,осадить на три вагона,4,3,True,3.547
8d8672ae-76ff-11ee-b7c9-c09bf4619c03_1.wav,протянуть на два вагона,10,2,True,3.547
8d8672ae-76ff-11ee-b7c9-c09bf4619c03_2.wav,протянуть на два вагона,10,2,True,3.547
89abc0e3-76ff-11ee-8220-c09bf4619c03_1.wav,осадить на одиннадцать вагонов,4,11,True,3.227
89abc0e3-76ff-11ee-8220-c09bf4619c03_2.wav,осадить на одиннадцать вагонов,4,11,True,3.227
